order_id,customer_id,product_id,order_date,order_time,region,category,quantity,unit_price,discount_pct,payment_method,customer_age,rating,return_flag,shipping_city
ORD001976,CUST00211,PROD0048,10-19-2022,21:29:37,East,books,7,358.3,26.8,Debit Card,22.0,4.2,No,chicago
ORD002747,CUST00387,PROD0197,07-11-2023,21:55:19,central,Toys,9,110.25,12.2,Debit Card,62.0,4.2,No,miami
ORD001146,CUST00143,PROD0093,06/08/2023,10:11:10,North,toys,9,99.7,32.4,Debit Card,,4.3,No,MIAMI
ORD001478,CUST00401,PROD0141,05/08/2022,11:19:53,North,Clothing,4,59.7,17.3,Cash,49.0,1.8,No,Houston
ORD001546,CUST00091,PROD0039,2022/06/24,09:15:26,South,Buety,9,211.2,26.5,Cash,41.0,,No,  Miami  
ORD001053,CUST00107,PROD0045,2023/10/24,16:52:41,Central,SPORTS,3,305.1,25.3,Bank Transfer,48.0,,No,denver
ORD001836,CUST00575,PROD0040,2022/10/23,16:47:15,  South  ,Home & Garden,7,USD 278.87,19.8,Bank Transfer,42.0,4.5,No,Phoenix
ORD002657,CUST00087,PROD0109,11/06/2022,17:10:39,south,Clothing,9,70.47,19.4,PayPal,24.0,3.5,No,Denver
ORD002622,,PROD0133,11/02/2022,10:31:00,EAST,,8,$106.85,,Bank Transfer,66.0,,No,SEATTLE
ORD001366,CUST00455,PROD0175,2022/07/02,14:52:39,West,Toys,5,371.16,25.4,Debit Card,27.0,3.6,Yes,  Seattle  
ORD001012,CUST00026,PROD0180,03-24-2022,14:10:50,North,CLOTHING,7,167.54,8.0,Debit Card,32.0,4.5,No,  Atlanta  
ORD001129,CUST00572,PROD0126,10-02-2023,11:04:48,west,Toys,3,14.54 USD,8.9,Cash,50.0,2.3,No,New York
ORD001278,CUST00197,PROD0151,2023/09/13,07:48:39,NORTH,Books,6,280.8,9.9,Debit Card,38.0,3.1,No,  Atlanta  
ORD001484,CUST00064,PROD0115,14/09/2022,08:52:13,SOUTH,BEAUTY,7,260.31,9.6,Bank Transfer,32.0,,No,SEATTLE
ORD001561,CUST00150,PROD0199,2022/04/26,14:53:12,South,Books,10,216.12,30.9,,68.0,3.2,No,Los Angeles
ORD001709,CUST00004,PROD0070,10-06-2023,22:29:48,North,toys,9,77.52,,PayPal,72.0,4.0,Yes,Los Angeles
ORD002045,CUST00172,PROD0083,07-19-2022,17:32:37,NORTH,Beauty,5,225.83,33.8,Cash,18.0,4.5,No,Denver
ORD002457,CUST00204,PROD0157,2023/07/26,12:30:13,North,BOOKS,2,27.69,21.4,Credit Card,38.0,3.5,No,Dallas
ORD001319,CUST00153,PROD0158,04-04-2022,10:27:01,  Central  ,Books,1,61.60,12.3,Debit Card,51.0,4.5,No,CHICAGO
ORD002318,CUST00529,PROD0025,2023/06/01,19:27:28,east,Toys,1,75.88,8.0,Credit Card,60.0,2.4,No,chicago
ORD001208,CUST00590,PROD0031,05/09/2023,11:21:04,EAST,Toys,4,135.42,22.1,,41.0,4.0,No,Miami
ORD002731,CUST00116,PROD0098,02-05-2023,08:03:09,Central,books,9,242.34,31.3,Debit Card,42.0,2.8,Yes,Phoenix
ORD001248,CUST00099,PROD0109,2023/06/17,14:36:38,  South  ,HOME & GARDEN,8,87.95,17.4,Cash,29.0,2.7,No,Los Angeles
ORD001680,CUST00042,PROD0022,01-09-2023,08:52:41,North,Sports,4,233.82,31.3,Debit Card,29.0,1.6,No,Los Angeles
ORD002249,CUST00005,PROD0086,11-19-2022,06:33:20,West,beauty,4,257.18,22.8,PayPal,28.0,2.3,No,Seattle
ORD002541,CUST00370,PROD0099,2022/10/22,14:55:38,SOUTH,Sports,4,280.35,12.5,,48.0,2.9,No,phoenix
ORD002043,CUST00034,PROD0142,08-14-2022,11:46:04,SOUTH,Home & Garden,3,243.66,,Cash,70.0,3.7,No,chicago
ORD001995,,PROD0060,2022/02/11,18:27:51,SOUTH,Toys,6,$279.88,16.4,Credit Card,35.0,3.1,No,New York
ORD002324,CUST00019,PROD0075,03-13-2022,19:26:35,WEST,ELECTRONICS,6,760.62,3.9,Debit Card,65.0,4.7,No,atlanta
ORD001372,CUST00590,PROD0029,28/04/2022,07:34:44,  North  ,books,10,211.93,1.2,Cash,59.0,4.7,No,Miami
ORD001451,CUST00395,PROD0011,2022/02/28,13:28:52,west,Clothing,5,172.75,,PayPal,,1.6,No,miami
ORD001038,CUST00554,PROD0005,2022/05/26,13:37:20,  East  ,Books,1,78.05,4.5,PayPal,51.0,1.2,No,NEW YORK
ORD001144,CUST00298,PROD0158,03-15-2023,06:42:15,Central,Sports,2,205.44,7.2,Bank Transfer,28.0,4.0,No,Atlanta
ORD002707,CUST00498,PROD0187,12-01-2022,18:29:38,  West  ,Home & Garden,9,135.41,2.7,,39.0,2.7,No,Denver
ORD001947,CUST00340,PROD0041,07-23-2023,11:55:56,west,Toys,10,267,30.4,Bank Transfer,18.0,1.7,No,New York
ORD001076,CUST00214,PROD0123,2022/06/10,09:47:48,  East  ,Toys,1,383.24,36.6,Debit Card,43.0,3.8,No,  Houston  
ORD001115,CUST00283,PROD0029,2023/09/15,22:50:26,Central,Beauty,1,USD 367.69,38.6,Bank Transfer,66.0,1.6,No,Chicago
ORD002568,CUST00018,PROD0025,2022/10/12,17:41:49,  South  ,sports,1,287.87,29.5,Credit Card,58.0,4.8,Yes,houston
ORD002722,CUST00270,PROD0093,2022/07/11,19:44:51,South,Sports,5,USD 49.35,12.7,PayPal,65.0,3.1,No,Los Angeles
ORD001341,CUST00470,PROD0001,16/03/2022,14:33:46,south,Home & Garden,2,347.08,18.0,Cash,58.0,4.8,No,  New York  
ORD001301,,PROD0044,2023/08/06,13:15:13,  South  ,TOYS,2,359.6,39.7,Bank Transfer,45.0,3.6,No,DENVER
ORD002201,CUST00198,PROD0009,04/10/2023,18:46:08,North,Beautty,9,309.22,30.7,Debit Card,30.0,2.1,No,Los Angeles
ORD001659,CUST00583,PROD0145,02-26-2023,14:04:04,Central,beauty,2,77.97,0.7,Cash,35.0,3.7,No,new york
ORD001602,CUST00472,PROD0073,26/10/2022,19:44:40,,Sports,7,345.01,10.6,Credit Card,,2.5,No,Miami
ORD002667,CUST00296,PROD0195,11-18-2023,15:58:09,central,Home&Garden,6,148.53,20.2,Cash,27.0,2.1,No,Los Angeles
ORD002631,CUST00226,PROD0121,2022/07/28,14:11:16,  North  ,Toyss,4,USD 186.41,33.2,Credit Card,23.0,5.0,No,DALLAS
ORD001214,CUST00025,PROD0001,15/08/2023,20:45:40,South,Books,7,311.02,21.2,PayPal,39.0,1.3,No,Dallas
ORD001653,CUST00156,PROD0050,28/08/2022,16:29:42,South,Toys,3,276.14,27.7,Debit Card,54.0,1.1,No,Atlanta
ORD001338,CUST00298,PROD0120,2022/07/06,08:22:29,  North  ,Clothing,2,$109.07,7.2,Cash,23.0,4.6,No,Chicago
ORD002571,CUST00541,PROD0173,2022/04/24,16:06:26,SOUTH,books,8,127.72,13.9,Debit Card,37.0,3.8,No,  Denver  
ORD002726,CUST00103,PROD0200,2023/10/20,13:18:08,  North  ,Toys,9,115.4,36.7,Bank Transfer,60.0,2.6,No,PHOENIX
ORD002305,CUST00005,PROD0058,2023/08/04,16:07:14,East,Home & Gardn,5,USD 145.82,16.6,Bank Transfer,50.0,1.4,No,Chicago
ORD001801,,PROD0094,12-02-2022,21:50:48,North,,8,228.15,22.8,Cash,41.0,,Yes,Seattle
ORD002429,CUST00027,PROD0170,2023/11/12,19:31:02,  East  ,Clothing,7,154.54 USD,36.7,Debit Card,48.0,2.1,No,phoenix
ORD001519,CUST00318,PROD0050,2023/06/04,06:52:59,East,BOOKS,10,25.19,4.3,Credit Card,49.0,4.6,No,Houston
ORD001645,CUST00404,PROD0200,03/03/2022,15:37:18,  East  ,Books,7,$232.43,38.6,Credit Card,46.0,2.0,No,Chicago
ORD001423,CUST00300,PROD0185,2023/07/09,06:16:23,west,Sports,1,258.34,24.7,Debit Card,48.0,4.5,No,SEATTLE
ORD002079,CUST00025,PROD0144,04-10-2023,19:31:34,East,Buety,3,212.56 USD,35.1,Debit Card,43.0,3.2,No,Denver
ORD002260,CUST00370,PROD0051,03/02/2023,06:27:57,SOUTH,Beautty,2,303.05,23.9,PayPal,57.0,3.1,No,seattle
ORD002270,CUST00066,PROD0198,09-16-2023,19:04:54,,toys,1,243.11,4.3,Credit Card,,1.3,No,Miami
ORD001308,,PROD0054,18/07/2023,09:48:48,  North  ,Books,9,328.81,27.8,Bank Transfer,56.0,4.6,No,Dallas
ORD001849,CUST00160,PROD0010,09-07-2023,00:17:05,West,Books,10,149.59,4.6,Credit Card,69.0,,No,MIAMI
ORD002725,CUST00001,PROD0140,2023/09/11,17:22:43,North,Beauty,4,367.27,6.4,Cash,32.0,4.1,No,Los Angeles
ORD002108,CUST00411,PROD0087,01-04-2022,06:10:37,,HOME & GARDEN,9,327.82,4.2,Credit Card,18.0,2.9,No,Los Angeles
ORD001116,CUST00412,PROD0096,2022/01/13,21:58:17,East,Home & Garden,6,356.93,19.7,Credit Card,71.0,7,No,Seattle
ORD002176,CUST00583,PROD0063,19/07/2023,12:40:04,South,Home & Garden,4,234.33,25.7,Credit Card,38.0,2.9,No,Atlanta
ORD002740,CUST00410,PROD0119,20/11/2022,06:38:44,Central,Books,8,$365.72,27.0,Credit Card,58.0,,No,New York
ORD002266,CUST00223,PROD0031,04-12-2023,17:51:45,EAST,TOYS,5,189.15,10.8,PayPal,31.0,4.5,No,Atlanta
ORD001766,CUST00439,PROD0152,01-11-2022,14:58:27,East,Clothing,4,163.41,17.6,Cash,59.0,1.8,No,Los Angeles
ORD001171,CUST00228,PROD0118,2023/04/28,10:06:02,East,electronics,5,432.69,10.0,Bank Transfer,55.0,1.6,Yes,Los Angeles
ORD001249,CUST00490,PROD0013,05/05/2022,19:18:36,South,BOOKS,5,393.83,17.0,Bank Transfer,50.0,4.7,No,NEW YORK
ORD001981,CUST00438,PROD0005,01-08-2023,06:30:00,NORTH,Toys,3,85.93 USD,12.5,Bank Transfer,,3.8,No,Atlanta
ORD002644,CUST00218,PROD0044,25/11/2023,21:34:57,NORTH,Beauty,6,318.73,5.4,Bank Transfer,48.0,3.3,No,Dallas
ORD001678,CUST00325,PROD0041,08/07/2022,16:50:10,South,Clothing,8,59.22,35.4,Cash,-5.0,3.3,No,seattle
ORD001651,CUST00544,PROD0143,06-06-2023,20:05:58,South,TOYS,2,65.41,11.2,Bank Transfer,60.0,1.6,No,New York
ORD001481,CUST00373,PROD0082,01-16-2023,10:50:17,West,Home & Garden,1,106.17,33.0,Cash,30.0,2.3,No,new york
ORD001957,CUST00375,PROD0163,2022/08/17,14:41:46,  North  ,electronics,5,457.18,25.9,PayPal,74.0,1.4,No,Dallas
ORD001580,CUST00300,PROD0018,14/11/2022,17:18:13,West,Sports,1,$68.38,32.3,Debit Card,52.0,4.2,No,Houston
ORD002013,CUST00166,PROD0093,04-19-2022,12:46:14,east,Books,8,394.4,12.4,Credit Card,21.0,1.0,No,Los Angeles
ORD002070,CUST00384,PROD0171,2022/08/10,07:50:51,East,Toys,6,287.11,10.5,Debit Card,74.0,3.5,No,Phoenix
ORD001874,CUST00129,PROD0049,09-12-2022,04:29:52,,Toys,7,377.92,5.0,Credit Card,48.0,1.0,No,LOS ANGELES
ORD001153,CUST00414,PROD0088,2022/10/01,08:32:18,East,Toys,7,111.83,21.5,Bank Transfer,74.0,4.2,No,PHOENIX
ORD002286,CUST00109,PROD0191,07-04-2023,10:51:43,east,Books,5,15000.0,33.7,Bank Transfer,38.0,4.5,No,Los Angeles
ORD002610,CUST00021,PROD0050,09/01/2023,20:10:44,east,Toys,2,109.91,6.9,Credit Card,54.0,3.9,No,LOS ANGELES
ORD001410,CUST00183,PROD0166,12/04/2022,18:58:04,East,Electronics,9,485.75,17.4,Bank Transfer,,3.0,No,Los Angeles
ORD001128,CUST00368,PROD0113,10-01-2022,09:56:26,North,Clothing,3,USD 157.33,34.7,Cash,63.0,2.0,No,SEATTLE
ORD001846,CUST00290,PROD0092,08-24-2022,14:33:33,East,Electronics,8,985.77,8.8,Bank Transfer,56.0,3.4,Yes,Chicago
ORD002706,CUST00334,PROD0128,10-02-2022,08:48:19,East,Electronics,10,733.48,7.8,PayPal,72.0,1.8,Yes,Dallas
ORD001040,CUST00465,PROD0122,07-14-2023,17:09:43,NORTH,Home & Garden,6,294.55,29.8,PayPal,24.0,4.3,No,Phoenix
ORD001671,CUST00010,PROD0003,2023/03/01,12:13:56,North,Electronics,7,230.58,17.6,Credit Card,47.0,1.9,No,dallas
ORD002523,CUST00164,PROD0056,09/11/2023,02:46:42,west,Beauty,4,82.57,21.0,Credit Card,22.0,3.1,No,  Denver  
ORD001522,CUST00581,PROD0086,12-06-2022,08:31:56,central,Clothiing,3,16.23,,Cash,56.0,4.5,Yes,houston
ORD001295,CUST00262,PROD0109,2023/12/12,07:41:24,,home & garden,8,208.75,14.5,PayPal,70.0,2.0,Yes,NEW YORK
ORD001447,CUST00104,PROD0027,26/12/2023,19:42:17,South,Beauty,10,199.36,33.5,Bank Transfer,56.0,4.3,No,Miami
ORD002691,CUST00330,PROD0110,2023/03/17,10:39:39,South,Buety,3,304.74,8.1,Debit Card,37.0,1.9,Yes,MIAMI
ORD002524,CUST00175,PROD0072,01-15-2022,17:19:07,east,Clothing,8,48,34.8,Debit Card,44.0,2.3,No,Atlanta
ORD001945,,PROD0115,2022/09/13,14:42:48,South,Clothing,5,16.51,8.6,Bank Transfer,18.0,1.3,No,  Phoenix  
ORD002412,CUST00589,PROD0172,12/06/2022,13:25:18,NORTH,Clothing,9,128.7,18.2,Bank Transfer,40.0,3.0,No,Houston
ORD001717,CUST00354,PROD0148,12-12-2023,10:06:06,North,Clothing,6,111.42,36.9,Credit Card,55.0,2.3,No,Atlanta
ORD001932,CUST00072,PROD0154,01-24-2022,19:04:05,East,Clothing,5,55.51,16.0,PayPal,65.0,3.4,No,Denver
ORD001662,CUST00187,PROD0199,04-04-2022,17:53:01,East,Toyss,3,66.45 USD,22.5,Credit Card,36.0,4.2,No,Denver
ORD002470,CUST00005,PROD0118,2022/11/11,22:59:57,  Central  ,Clothing,3,44.85,38.3,Bank Transfer,67.0,4.3,No,Los Angeles
ORD002155,CUST00195,PROD0011,2023/11/22,13:31:37,North,Clohing,4,136.04,21.7,Cash,33.0,1.0,No,Denver
ORD001783,CUST00529,PROD0071,2022/08/07,15:54:19,East,electronics,1,$315.16,10.8,Debit Card,67.0,2.1,No,MIAMI
ORD001853,CUST00387,PROD0070,2022/02/24,13:28:48,North,SPORTS,6,28.9,5.8,Debit Card,38.0,4.6,No,Seattle
ORD002104,CUST00589,PROD0015,05-09-2022,20:49:35,,Toys,4,366.52,5.2,Debit Card,38.0,4.1,No,Atlanta
ORD001564,CUST00069,PROD0052,01/05/2022,08:12:12,South,Home & Garden,9,$164.94,14.3,PayPal,38.0,1.4,No,SEATTLE
ORD001485,CUST00297,PROD0054,2023/08/01,12:37:02,east,Toys,7,271.16,23.3,Credit Card,23.0,3.0,No,miami
ORD001195,CUST00325,PROD0003,2023/05/19,17:05:37,EAST,Books,5,319.8,11.8,Cash,72.0,3.0,No,Seattle
ORD001570,CUST00306,PROD0116,2022/10/11,08:18:22,  South  ,Clothing,10,154.61,36.5,Credit Card,66.0,3.0,No,denver
ORD002126,CUST00172,PROD0116,03-08-2023,20:00:18,  South  ,Home & Garden,6,349.67,,,74.0,1.5,No,Dallas
ORD002299,CUST00229,PROD0001,05-25-2022,17:26:30,South,Books,4,107.59 USD,13.9,Cash,18.0,1.4,No,MIAMI
ORD002077,CUST00252,PROD0175,12-05-2022,21:06:47,WEST,TOYS,4,394.86,19.8,Credit Card,55.0,4.3,No,phoenix
ORD002030,CUST00415,PROD0085,11/03/2022,09:05:07,North,Beauty,4,301.0,17.4,Credit Card,61.0,4.3,No,Dallas
ORD001480,CUST00592,PROD0157,2022/06/23,13:45:37,  North  ,Clothing,3,47.07,35.6,Bank Transfer,48.0,4.3,Yes,Phoenix
ORD001386,CUST00437,PROD0072,05-11-2022,12:27:33,east,Home & Garden,3,159.79,6.6,Credit Card,36.0,3.5,No,CHICAGO
ORD001257,CUST00470,PROD0087,09-26-2023,22:04:05,north,Beauty,1,276.06,15.7,Credit Card,21.0,4.9,No,Atlanta
ORD001796,CUST00127,PROD0144,2022/09/08,14:40:42,East,Books,6,$85.98,,Cash,200.0,3.2,No,Dallas
ORD001803,CUST00015,PROD0033,2023/05/20,19:18:13,South,Home & Garden,4,283.86,15.2,Cash,75.0,1.9,No,houston
ORD002378,CUST00515,PROD0055,09-03-2023,22:28:09,north,Clothiing,9,19.26 USD,18.9,PayPal,68.0,3.0,Yes,Atlanta
ORD001689,CUST00361,PROD0156,2022/11/20,04:12:51,West,Sports,5,USD 341.74,9.7,Credit Card,47.0,4.4,No,miami
ORD001817,CUST00397,PROD0103,2022/11/26,21:00:58,central,Toys,9,307.34,34.9,Credit Card,20.0,4.0,No,Seattle
ORD001636,CUST00470,PROD0090,25/07/2023,12:10:40,south,HOME & GARDEN,3,USD 340.75,12.5,Credit Card,42.0,1.3,No,LOS ANGELES
ORD001788,CUST00388,PROD0103,02-04-2023,07:21:10,South,toys,5,USD 140.76,,Bank Transfer,59.0,3.6,No,Denver
ORD001881,CUST00092,PROD0114,2022/01/02,13:04:35,South,HOME & GARDEN,10,291.73,34.1,Bank Transfer,37.0,3.9,No,New York
ORD001033,CUST00391,PROD0176,2023/10/12,14:00:36,East,Beauty,5,$234.18,19.9,Cash,65.0,4.9,No,  New York  
ORD001080,CUST00445,PROD0178,11-26-2022,13:13:57,East,Clothing,2,69.66,27.4,Credit Card,22.0,,No,Miami
ORD001774,CUST00123,PROD0068,2022/08/02,12:43:57,North,Sports,3,$257.89,25.2,,42.0,1.9,No,dallas
ORD002269,,PROD0053,07-10-2023,18:10:19,North,Home & Garden,4,362.59,25.3,Bank Transfer,35.0,5.0,No,Chicago
ORD002356,CUST00223,PROD0115,2023/05/07,20:23:43,South,Toys,4,305.96,28.9,Cash,75.0,3.0,No,PHOENIX
ORD001443,CUST00544,PROD0026,2023/09/02,11:23:10,East,Home & Garden,6,322.1,33.7,Bank Transfer,32.0,3.5,No,  Denver  
ORD001065,CUST00322,PROD0072,2022/03/15,21:12:15,East,Sports,6,365.73,30.8,PayPal,37.0,1.9,No,Dallas
ORD001614,CUST00249,PROD0143,2022/11/10,12:55:53,NORTH,Clothing,3,121.44,19.0,Credit Card,75.0,3.7,No,  Houston  
ORD001547,CUST00018,PROD0013,25/10/2023,07:17:51,CENTRAL,SPORTS,9,258.14,5.0,Credit Card,51.0,4.5,No,Atlanta
ORD002483,CUST00212,PROD0080,16/09/2022,12:46:06,Central,Electronics,1,230.08,32.4,Cash,35.0,2.2,No,atlanta
ORD001058,CUST00420,PROD0089,10-03-2022,20:43:33,Central,books,6,58.88,7.3,Cash,55.0,4.3,No,Phoenix
ORD001852,CUST00246,PROD0127,12-13-2023,16:22:58,East,,1,113.38,0.8,PayPal,67.0,3.4,No,Atlanta
ORD002313,CUST00560,PROD0024,2022/07/12,19:41:08,Central,BOOKS,7,182.78,21.0,Bank Transfer,21.0,4.1,No,chicago
ORD002398,CUST00213,PROD0025,13/02/2023,13:07:24,West,Beauty,3,299.86,4.2,Debit Card,30.0,4.6,No,DALLAS
ORD001088,CUST00461,PROD0138,2022/10/14,09:51:55,  West  ,Clothing,4,79.16,26.8,Credit Card,34.0,2.3,No,Los Angeles
ORD001565,CUST00433,PROD0049,04-27-2022,17:24:07,central,Home&Garden,6,USD 210.18,12.3,Cash,36.0,1.3,No,Phoenix
ORD002678,CUST00272,PROD0059,22/03/2022,21:52:36,  East  ,Electronics,8,204.84,28.1,Debit Card,64.0,3.5,Yes,atlanta
ORD002178,CUST00494,PROD0033,2022/12/22,15:13:04,WEST,Toys,8,203.03,14.0,Cash,31.0,1.8,No,Seattle
ORD002532,CUST00246,PROD0179,18/07/2022,21:18:04,east,Books,10,231.91,16.6,PayPal,74.0,3.2,No,Denver
ORD001254,,PROD0107,2022/12/24,04:31:06,  West  ,Clothing,8,29.22,1.9,Credit Card,,3.0,No,denver
ORD001968,CUST00257,PROD0170,10-02-2023,15:08:21,  Central  ,home & garden,8,USD 386.45,2.1,Debit Card,61.0,3.8,No,HOUSTON
ORD002574,CUST00372,PROD0094,03-10-2023,06:42:12,central,Clothing,9,151.31,33.2,Cash,,2.2,No,Los Angeles
ORD001619,CUST00572,PROD0024,2023/11/16,17:24:50,West,Sports,2,USD -15.00,11.6,Debit Card,53.0,4.7,No,  Miami  
ORD001017,CUST00554,PROD0085,02-05-2023,08:26:26,SOUTH,Clothing,7,39.89,15.6,Debit Card,44.0,2.7,No,Miami
ORD002053,CUST00060,PROD0114,27/04/2023,07:43:22,South,Electronics,9,972.6,22.3,PayPal,54.0,2.3,No,Los Angeles
ORD002690,CUST00002,PROD0155,13/05/2022,14:03:14,North,Clothng,7,153.26,11.3,Debit Card,39.0,1.5,No,Houston
ORD002054,CUST00257,PROD0020,22/07/2023,13:52:10,West,SPORTS,9,175.47,,PayPal,50.0,4.3,No,phoenix
ORD002160,CUST00472,PROD0189,09-13-2022,16:04:54,south,Toys,1,229.03,17.0,PayPal,,2.6,Yes,phoenix
ORD001099,CUST00180,PROD0185,02-01-2023,22:33:50,CENTRAL,BEAUTY,1,286.08,10.8,PayPal,73.0,2.5,No,  Chicago  
ORD002721,CUST00136,PROD0172,10-03-2023,14:22:17,North,HOME & GARDEN,9,338.32,5.6,Bank Transfer,46.0,3.3,No,MIAMI
ORD001363,CUST00143,PROD0077,11-25-2022,15:19:05,North,Home & Garden,3,87.81,31.3,Debit Card,42.0,3.5,No,New York
ORD001725,CUST00565,PROD0084,11/12/2023,11:50:40,North,BOOKS,2,51.80,15.9,Credit Card,75.0,1.1,No,chicago
ORD001649,CUST00288,PROD0159,03/03/2022,06:36:21,South,Beauty,5,79.06,7.4,Bank Transfer,39.0,2.2,No,chicago
ORD001036,CUST00505,PROD0179,02-04-2022,17:42:47,East,ELECTRONICS,9,342.98,35.4,Cash,27.0,2.7,Yes,Atlanta
ORD001096,CUST00223,PROD0036,02-04-2023,17:27:20,South,Sports,2,64.61,24.0,Cash,56.0,3.6,No,Houston
ORD001953,CUST00158,PROD0167,09-12-2023,16:46:56,Central,clothing,3,136.75,26.9,PayPal,19.0,1.9,No,New York
ORD001736,CUST00191,PROD0117,27/03/2023,18:35:22,Central,Electronics,10,$216.13,27.3,Cash,200.0,3.7,No,Seattle
ORD002625,CUST00282,PROD0143,07/06/2023,13:34:18,Central,Beauty,2,USD 351.96,10.2,Debit Card,37.0,1.3,No,Denver
ORD001134,CUST00433,PROD0042,17/01/2023,12:17:48,EAST,Clohing,7,32.57,27.6,Credit Card,21.0,3.7,Yes,Phoenix
ORD001696,CUST00321,PROD0015,2023/02/13,08:28:04,Central,CLOTHING,9,34.08,14.5,PayPal,21.0,1.2,No,PHOENIX
ORD001719,CUST00207,PROD0069,20/07/2022,13:17:34,South,Toys,3,385.16,20.2,PayPal,20.0,2.1,No,Chicago
ORD001640,CUST00564,PROD0177,03/09/2022,21:10:45,South,Electronics,6,897.97,30.0,Cash,21.0,3.2,Yes,Chicago
ORD002679,CUST00317,PROD0027,22/01/2023,17:39:32,North,Clothing,9,92.77,20.0,Bank Transfer,,3.7,Yes,  Phoenix  
ORD002087,CUST00252,PROD0124,2022/06/23,12:40:13,Central,Clothng,3,72.85,34.4,Bank Transfer,40.0,3.1,Yes,Dallas
ORD002552,CUST00251,PROD0189,25/12/2023,08:32:55,  South  ,Toys,1,110.35,38.7,PayPal,74.0,2.5,No,LOS ANGELES
ORD001498,CUST00270,PROD0023,2023/11/12,09:01:10,South,Clothing,9,93,14.9,Debit Card,52.0,3.7,No,NEW YORK
ORD001600,CUST00365,PROD0003,2022/09/17,22:23:28,South,toys,4,297.60,16.8,Cash,-5.0,1.2,No,miami
ORD001294,CUST00576,PROD0002,16/10/2023,10:58:12,East,Home & Garden,3,38.06,,Debit Card,41.0,N/A,No,Houston
ORD001752,CUST00594,PROD0037,15/01/2022,10:03:07,CENTRAL,,10,314.23,18.4,Bank Transfer,48.0,3.0,No,Los Angeles
ORD001223,CUST00488,PROD0015,27/12/2022,02:10:37,West,BEAUTY,9,56.64,6.5,Credit Card,40.0,2.8,No,Chicago
ORD001704,CUST00405,PROD0137,24/01/2022,08:00:15,South,Tois,2,300.32,25.9,Bank Transfer,26.0,3.3,No,phoenix
ORD002653,CUST00395,PROD0170,11/03/2022,09:59:09,EAST,books,7,338.33,21.7,PayPal,54.0,4.1,No,Phoenix
ORD001525,CUST00053,PROD0144,2023/08/19,01:59:24,West,,9,93.23 USD,27.4,Credit Card,18.0,1.7,No,  Chicago  
ORD001400,CUST00335,PROD0091,17/05/2023,18:45:30,East,toys,4,USD 306.40,24.2,Cash,74.0,3.1,No,New York
ORD002526,CUST00387,PROD0050,2022/01/26,08:16:36,West,,4,222.59,30.5,,26.0,3.1,No,Los Angeles
ORD001912,CUST00171,PROD0127,02/12/2023,21:04:27,Central,Sports,4,54.39,15.6,Credit Card,25.0,4.2,No,new york
ORD001831,CUST00251,PROD0048,03/12/2022,18:02:03,West,,5,496.96 USD,13.4,Credit Card,73.0,1.7,No,DENVER
ORD001512,CUST00204,PROD0037,01-07-2022,15:25:15,West,Clothing,3,86.86,19.5,Debit Card,34.0,-1,No,SEATTLE
ORD001730,CUST00410,PROD0182,2022/11/23,09:06:42,,SPORTS,5,117.8,21.2,Credit Card,23.0,4.1,Yes,Atlanta
ORD002373,CUST00300,PROD0187,12/05/2022,18:10:39,south,Sports,8,$268.09,0.7,Bank Transfer,-5.0,4.1,No,Dallas
ORD002167,CUST00429,PROD0181,2023/06/16,10:55:06,  Central  ,Sports,8,USD 328.90,27.3,Debit Card,,1.1,No,ATLANTA
ORD001023,CUST00496,PROD0093,05-24-2022,12:18:14,North,Sports,9,239.94,1.8,Credit Card,,1.1,No,DENVER
ORD001829,CUST00153,PROD0082,03/06/2023,20:37:52,North,Electronnics,10,208.19,0.6,Bank Transfer,36.0,1.5,Yes,HOUSTON
ORD001199,CUST00053,PROD0020,10/11/2022,08:08:32,North,Electronics,10,985.96,11.0,Cash,35.0,2.1,No,  New York  
ORD001305,CUST00401,PROD0083,2023/02/17,18:06:08,Central,Beauty,5,293.43,37.4,Debit Card,72.0,3.3,No,MIAMI
ORD001245,CUST00153,PROD0127,2022/01/08,19:07:57,SOUTH,beauty,8,81.43,18.3,Cash,49.0,2.4,No,Miami
ORD002137,CUST00358,PROD0059,18/05/2022,22:00:23,south,Home & Garden,1,348.09,23.2,Cash,43.0,1.8,No,New York
ORD001467,CUST00409,PROD0169,03-24-2023,12:55:46,south,Sport,4,216.68,30.6,Debit Card,73.0,2.5,No,Chicago
ORD001020,CUST00385,PROD0078,2023/07/23,09:44:49,  North  ,Electronics,10,302.13,31.3,Debit Card,54.0,3.4,No,Chicago
ORD001377,CUST00392,PROD0009,2023/07/15,07:42:19,West,Beauty,4,27.32,36.9,Bank Transfer,150.0,2.4,Yes,  Atlanta  
ORD001806,CUST00397,PROD0031,04-22-2023,10:12:25,CENTRAL,Clothing,1,104.36,16.7,Cash,27.0,3.2,No,  Seattle  
ORD002445,CUST00334,PROD0160,09/01/2023,14:47:08,NORTH,Beautty,5,115.62,19.7,PayPal,43.0,2.0,No,DENVER
ORD001403,CUST00018,PROD0133,2023/06/27,04:46:23,West,Electrnics,6,832.63,26.8,Credit Card,60.0,,No,  New York  
ORD001225,CUST00018,PROD0045,08-12-2023,22:48:21,  East  ,Books,6,$131.51,,Cash,32.0,1.1,Yes,Atlanta
