order_id,customer_id,product_id,order_date,order_time,region,category,quantity,unit_price,discount_pct,payment_method,customer_age,rating,return_flag,shipping_city,order_date_clean,order_datetime,year,month,day,hour,normalized_return_flag,revenue,age_group
ORD001171,CUST00228,PROD0118,4/28/2023,10:06:02,East,Electronics,5,432.69,10,Bank Transfer,55,1.6,Yes,Los Angeles,4/28/2023,4/28/2023 10:06,2023,4,28,10,1,1947.105,Middle Age
ORD001249,CUST00490,PROD0013,5/5/2022,19:18:36,South,Books,5,393.83,17,Bank Transfer,50,4.7,No,New York,5/5/2022,5/5/2022 19:18,2022,5,5,19,0,1634.3945,Adult
ORD001981,CUST00438,PROD0005,1/8/2023,6:30:00,North,Toys,3,85.93,12.5,Bank Transfer,47,3.8,No,Atlanta,1/8/2023,1/8/2023 6:30,2023,1,8,6,0,225.56625,Adult
ORD002644,CUST00218,PROD0044,25/11/2023,21:34:57,North,Beauty,6,318.73,5.4,Bank Transfer,48,3.3,No,Dallas,11/25/2023,11/25/2023 21:34,2023,11,25,21,0,1809.11148,Adult
ORD001678,CUST00325,PROD0041,8/7/2022,16:50:10,South,Clothing,8,59.22,35.4,Cash,50,3.3,No,Seattle,7/8/2022,7/8/2022 16:50,2022,7,8,16,0,306.04896,Adult
ORD001651,CUST00544,PROD0143,6/6/2023,20:05:58,South,Toys,2,65.41,11.2,Bank Transfer,60,1.6,No,New York,6/6/2023,6/6/2023 20:05,2023,6,6,20,0,116.16816,Middle Age
ORD001481,CUST00373,PROD0082,1/16/2023,10:50:17,West,Home & Garden,1,106.17,33,Cash,30,2.3,No,New York,1/16/2023,1/16/2023 10:50,2023,1,16,10,0,71.1339,Young Adult
ORD001957,CUST00375,PROD0163,8/17/2022,14:41:46,North,Electronics,5,457.18,25.9,PayPal,74,1.4,No,Dallas,8/17/2022,8/17/2022 14:41,2022,8,17,14,0,1693.8519,Senior
ORD001580,CUST00300,PROD0018,14/11/2022,17:18:13,West,Sports,1,68.38,32.3,Debit Card,52,4.2,No,Houston,11/14/2022,11/14/2022 17:18,2022,11,14,17,0,46.29326,Middle Age
ORD002013,CUST00166,PROD0093,4/19/2022,12:46:14,East,Books,8,394.4,12.4,Credit Card,21,1,No,Los Angeles,4/19/2022,4/19/2022 12:46,2022,4,19,12,0,2763.9552,Young Adult
ORD002070,CUST00384,PROD0171,8/10/2022,7:50:51,East,Toys,6,287.11,10.5,Debit Card,74,3.5,No,Phoenix,8/10/2022,8/10/2022 7:50,2022,8,10,7,0,1541.7807,Senior
ORD001874,CUST00129,PROD0049,9/12/2022,4:29:52,Unknown,Toys,7,377.92,5,Credit Card,48,1,No,Los Angeles,9/12/2022,9/12/2022 4:29,2022,9,12,4,0,2513.168,Adult
ORD001153,CUST00414,PROD0088,10/1/2022,8:32:18,East,Toys,7,111.83,21.5,Bank Transfer,74,4.2,No,Phoenix,10/1/2022,10/1/2022 8:32,2022,10,1,8,0,614.50585,Senior
ORD002610,CUST00021,PROD0050,9/1/2023,20:10:44,East,Toys,2,109.91,6.9,Credit Card,54,3.9,No,Los Angeles,1/9/2023,1/9/2023 20:10,2023,1,9,20,0,204.65242,Middle Age
ORD001410,CUST00183,PROD0166,12/4/2022,18:58:04,East,Electronics,9,485.75,17.4,Bank Transfer,47,3,No,Los Angeles,4/12/2022,4/12/2022 18:58,2022,4,12,18,0,3611.0655,Adult
ORD001128,CUST00368,PROD0113,10/1/2022,9:56:26,North,Clothing,3,157.33,34.7,Cash,63,2,No,Seattle,10/1/2022,10/1/2022 9:56,2022,10,1,9,0,308.20947,Middle Age
ORD001846,CUST00290,PROD0092,8/24/2022,14:33:33,East,Electronics,8,985.77,8.8,Bank Transfer,56,3.4,Yes,Chicago,8/24/2022,8/24/2022 14:33,2022,8,24,14,1,7192.17792,Middle Age
ORD002706,CUST00334,PROD0128,10/2/2022,8:48:19,East,Electronics,10,733.48,7.8,PayPal,72,1.8,Yes,Dallas,10/2/2022,10/2/2022 8:48,2022,10,2,8,1,6762.6856,Senior
ORD001040,CUST00465,PROD0122,7/14/2023,17:09:43,North,Home & Garden,6,294.55,29.8,PayPal,24,4.3,No,Phoenix,7/14/2023,7/14/2023 17:09,2023,7,14,17,0,1240.6446,Young Adult
ORD001671,CUST00010,PROD0003,3/1/2023,12:13:56,North,Electronics,7,230.58,17.6,Credit Card,47,1.9,No,Dallas,3/1/2023,3/1/2023 12:13,2023,3,1,12,0,1329.98544,Adult
ORD002523,CUST00164,PROD0056,9/11/2023,2:46:42,West,Beauty,4,82.57,21,Credit Card,22,3.1,No,  Denver  ,11/9/2023,11/9/2023 2:46,2023,11,9,2,0,260.9212,Young Adult
ORD001522,CUST00581,PROD0086,12/6/2022,8:31:56,Central,Clothiing,3,16.23,0,Cash,56,4.5,Yes,Houston,12/6/2022,12/6/2022 8:31,2022,12,6,8,1,48.69,Middle Age
ORD001295,CUST00262,PROD0109,12/12/2023,7:41:24,Unknown,Home & Garden,8,208.75,14.5,PayPal,70,2,Yes,New York,12/12/2023,12/12/2023 7:41,2023,12,12,7,1,1427.85,Middle Age
ORD001447,CUST00104,PROD0027,26/12/2023,19:42:17,South,Beauty,10,199.36,33.5,Bank Transfer,56,4.3,No,Miami,12/26/2023,12/26/2023 19:42,2023,12,26,19,0,1325.744,Middle Age
ORD002691,CUST00330,PROD0110,3/17/2023,10:39:39,South,Buety,3,304.74,8.1,Debit Card,37,1.9,Yes,Miami,3/17/2023,3/17/2023 10:39,2023,3,17,10,1,840.16818,Adult
ORD001945,Unknown,PROD0115,9/13/2022,14:42:48,South,Clothing,5,16.51,8.6,Bank Transfer,18,1.3,No,  Phoenix  ,9/13/2022,9/13/2022 14:42,2022,9,13,14,0,75.4507,Teen
ORD002412,CUST00589,PROD0172,12/6/2022,13:25:18,North,Clothing,9,128.7,18.2,Bank Transfer,40,3,No,Houston,6/12/2022,6/12/2022 13:25,2022,6,12,13,0,947.4894,Adult
ORD001717,CUST00354,PROD0148,12/12/2023,10:06:06,North,Clothing,6,111.42,36.9,Credit Card,55,2.3,No,Atlanta,12/12/2023,12/12/2023 10:06,2023,12,12,10,0,421.83612,Middle Age
ORD001932,CUST00072,PROD0154,1/24/2022,19:04:05,East,Clothing,5,55.51,16,PayPal,65,3.4,No,Denver,1/24/2022,1/24/2022 19:04,2022,1,24,19,0,233.142,Middle Age
ORD001662,CUST00187,PROD0199,4/4/2022,17:53:01,East,Toyss,3,66.45,22.5,Credit Card,36,4.2,No,Denver,4/4/2022,4/4/2022 17:53,2022,4,4,17,0,154.49625,Adult
ORD002470,CUST00005,PROD0118,11/11/2022,22:59:57,Central,Clothing,3,44.85,38.3,Bank Transfer,67,4.3,No,Los Angeles,11/11/2022,11/11/2022 22:59,2022,11,11,22,0,83.01735,Middle Age
ORD002155,CUST00195,PROD0011,11/22/2023,13:31:37,North,Clohing,4,136.04,21.7,Cash,33,1,No,Denver,11/22/2023,11/22/2023 13:31,2023,11,22,13,0,426.07728,Young Adult
ORD001783,CUST00529,PROD0071,8/7/2022,15:54:19,East,Electronics,1,315.16,10.8,Debit Card,67,2.1,No,Miami,8/7/2022,8/7/2022 15:54,2022,8,7,15,0,281.12272,Middle Age
ORD001853,CUST00387,PROD0070,2/24/2022,13:28:48,North,Sports,6,28.9,5.8,Debit Card,38,4.6,No,Seattle,2/24/2022,2/24/2022 13:28,2022,2,24,13,0,163.3428,Adult
ORD002104,CUST00589,PROD0015,5/9/2022,20:49:35,Unknown,Toys,4,366.52,5.2,Debit Card,38,4.1,No,Atlanta,5/9/2022,5/9/2022 20:49,2022,5,9,20,0,1389.84384,Adult
ORD001564,CUST00069,PROD0052,1/5/2022,8:12:12,South,Home & Garden,9,164.94,14.3,PayPal,38,1.4,No,Seattle,5/1/2022,5/1/2022 8:12,2022,5,1,8,0,1272.18222,Adult
ORD001485,CUST00297,PROD0054,8/1/2023,12:37:02,East,Toys,7,271.16,23.3,Credit Card,23,3,No,Miami,8/1/2023,8/1/2023 12:37,2023,8,1,12,0,1455.85804,Young Adult
ORD001195,CUST00325,PROD0003,5/19/2023,17:05:37,East,Books,5,319.8,11.8,Cash,72,3,No,Seattle,5/19/2023,5/19/2023 17:05,2023,5,19,17,0,1410.318,Senior
ORD001570,CUST00306,PROD0116,10/11/2022,8:18:22,South,Clothing,10,154.61,36.5,Credit Card,66,3,No,Denver,10/11/2022,10/11/2022 8:18,2022,10,11,8,0,981.7735,Middle Age
ORD002126,CUST00172,PROD0116,3/8/2023,20:00:18,South,Home & Garden,6,349.67,0,Unknown,74,1.5,No,Dallas,3/8/2023,3/8/2023 20:00,2023,3,8,20,0,2098.02,Senior
ORD002299,CUST00229,PROD0001,5/25/2022,17:26:30,South,Books,4,107.59,13.9,Cash,18,1.4,No,Miami,5/25/2022,5/25/2022 17:26,2022,5,25,17,0,370.53996,Teen
ORD002077,CUST00252,PROD0175,12/5/2022,21:06:47,West,Toys,4,394.86,19.8,Credit Card,55,4.3,No,Phoenix,12/5/2022,12/5/2022 21:06,2022,12,5,21,0,1266.71088,Middle Age
ORD002030,CUST00415,PROD0085,11/3/2022,9:05:07,North,Beauty,4,301,17.4,Credit Card,61,4.3,No,Dallas,3/11/2022,3/11/2022 9:05,2022,3,11,9,0,994.504,Middle Age
ORD001480,CUST00592,PROD0157,6/23/2022,13:45:37,North,Clothing,3,47.07,35.6,Bank Transfer,48,4.3,Yes,Phoenix,6/23/2022,6/23/2022 13:45,2022,6,23,13,1,90.93924,Adult
ORD001386,CUST00437,PROD0072,5/11/2022,12:27:33,East,Home & Garden,3,159.79,6.6,Credit Card,36,3.5,No,Chicago,5/11/2022,5/11/2022 12:27,2022,5,11,12,0,447.73158,Adult
ORD001257,CUST00470,PROD0087,9/26/2023,22:04:05,North,Beauty,1,276.06,15.7,Credit Card,21,4.9,No,Atlanta,9/26/2023,9/26/2023 22:04,2023,9,26,22,0,232.71858,Young Adult
ORD001796,CUST00127,PROD0144,9/8/2022,14:40:42,East,Books,6,85.98,0,Cash,20,3.2,No,Dallas,9/8/2022,9/8/2022 14:40,2022,9,8,14,0,515.88,Young Adult
ORD001803,CUST00015,PROD0033,5/20/2023,19:18:13,South,Home & Garden,4,283.86,15.2,Cash,75,1.9,No,Houston,5/20/2023,5/20/2023 19:18,2023,5,20,19,0,962.85312,Senior
ORD002378,CUST00515,PROD0055,9/3/2023,22:28:09,North,Clothiing,9,19.26,18.9,PayPal,68,3,Yes,Atlanta,9/3/2023,9/3/2023 22:28,2023,9,3,22,1,140.57874,Middle Age
ORD001689,CUST00361,PROD0156,11/20/2022,4:12:51,West,Sports,5,341.74,9.7,Credit Card,47,4.4,No,Miami,11/20/2022,11/20/2022 4:12,2022,11,20,4,0,1542.9561,Adult
ORD001817,CUST00397,PROD0103,11/26/2022,21:00:58,Central,Toys,9,307.34,34.9,Credit Card,20,4,No,Seattle,11/26/2022,11/26/2022 21:00,2022,11,26,21,0,1800.70506,Young Adult
ORD001636,CUST00470,PROD0090,25/07/2023,12:10:40,South,Home & Garden,3,340.75,12.5,Credit Card,42,1.3,No,Los Angeles,7/25/2023,7/25/2023 12:10,2023,7,25,12,0,894.46875,Adult
ORD001788,CUST00388,PROD0103,2/4/2023,7:21:10,South,Toys,5,140.76,0,Bank Transfer,59,3.6,No,Denver,2/4/2023,2/4/2023 7:21,2023,2,4,7,0,703.8,Middle Age
ORD001881,CUST00092,PROD0114,1/2/2022,13:04:35,South,Home & Garden,10,291.73,34.1,Bank Transfer,37,3.9,No,New York,1/2/2022,1/2/2022 13:04,2022,1,2,13,0,1922.5007,Adult
ORD001033,CUST00391,PROD0176,10/12/2023,14:00:36,East,Beauty,5,234.18,19.9,Cash,65,4.9,No,  New York  ,10/12/2023,10/12/2023 14:00,2023,10,12,14,0,937.8909,Middle Age
ORD001080,CUST00445,PROD0178,11/26/2022,13:13:57,East,Clothing,2,69.66,27.4,Credit Card,22,3.670571096,No,Miami,11/26/2022,11/26/2022 13:13,2022,11,26,13,0,101.14632,Young Adult
ORD001774,CUST00123,PROD0068,8/2/2022,12:43:57,North,Sports,3,257.89,25.2,Unknown,42,1.9,No,Dallas,8/2/2022,8/2/2022 12:43,2022,8,2,12,0,578.70516,Adult
ORD002269,Unknown,PROD0053,7/10/2023,18:10:19,North,Home & Garden,4,362.59,25.3,Bank Transfer,35,5,No,Chicago,7/10/2023,7/10/2023 18:10,2023,7,10,18,0,1083.41892,Young Adult
ORD002356,CUST00223,PROD0115,5/7/2023,20:23:43,South,Toys,4,305.96,28.9,Cash,75,3,No,Phoenix,5/7/2023,5/7/2023 20:23,2023,5,7,20,0,870.15024,Senior
ORD001443,CUST00544,PROD0026,9/2/2023,11:23:10,East,Home & Garden,6,322.1,33.7,Bank Transfer,32,3.5,No,  Denver  ,9/2/2023,9/2/2023 11:23,2023,9,2,11,0,1281.3138,Young Adult
ORD001065,CUST00322,PROD0072,3/15/2022,21:12:15,East,Sports,6,365.73,30.8,PayPal,37,1.9,No,Dallas,3/15/2022,3/15/2022 21:12,2022,3,15,21,0,1518.51096,Adult
ORD001614,CUST00249,PROD0143,11/10/2022,12:55:53,North,Clothing,3,121.44,19,Credit Card,75,3.7,No,  Houston  ,11/10/2022,11/10/2022 12:55,2022,11,10,12,0,295.0992,Senior
ORD001547,CUST00018,PROD0013,25/10/2023,7:17:51,Central,Sports,9,258.14,5,Credit Card,51,4.5,No,Atlanta,10/25/2023,10/25/2023 7:17,2023,10,25,7,0,2207.097,Middle Age
ORD002483,CUST00212,PROD0080,16/09/2022,12:46:06,Central,Electronics,1,230.08,32.4,Cash,35,2.2,No,Atlanta,9/16/2022,9/16/2022 12:46,2022,9,16,12,0,155.53408,Young Adult
ORD001058,CUST00420,PROD0089,10/3/2022,20:43:33,Central,Books,6,58.88,7.3,Cash,55,4.3,No,Phoenix,10/3/2022,10/3/2022 20:43,2022,10,3,20,0,327.49056,Middle Age
ORD001852,CUST00246,PROD0127,12/13/2023,16:22:58,East,Unknown,1,113.38,0.8,PayPal,67,3.4,No,Atlanta,12/13/2023,12/13/2023 16:22,2023,12,13,16,0,112.47296,Middle Age
ORD002313,CUST00560,PROD0024,7/12/2022,19:41:08,Central,Books,7,182.78,21,Bank Transfer,21,4.1,No,Chicago,7/12/2022,7/12/2022 19:41,2022,7,12,19,0,1010.7734,Young Adult
ORD002398,CUST00213,PROD0025,13/02/2023,13:07:24,West,Beauty,3,299.86,4.2,Debit Card,30,4.6,No,Dallas,2/13/2023,2/13/2023 13:07,2023,2,13,13,0,861.79764,Young Adult
ORD001088,CUST00461,PROD0138,10/14/2022,9:51:55,West,Clothing,4,79.16,26.8,Credit Card,34,2.3,No,Los Angeles,10/14/2022,10/14/2022 9:51,2022,10,14,9,0,231.78048,Young Adult
ORD001565,CUST00433,PROD0049,4/27/2022,17:24:07,Central,Home&Garden,6,210.18,12.3,Cash,36,1.3,No,Phoenix,4/27/2022,4/27/2022 17:24,2022,4,27,17,0,1105.96716,Adult
ORD002678,CUST00272,PROD0059,22/03/2022,21:52:36,East,Electronics,8,204.84,28.1,Debit Card,64,3.5,Yes,Atlanta,3/22/2022,3/22/2022 21:52,2022,3,22,21,1,1178.23968,Middle Age
ORD002178,CUST00494,PROD0033,12/22/2022,15:13:04,West,Toys,8,203.03,14,Cash,31,1.8,No,Seattle,12/22/2022,12/22/2022 15:13,2022,12,22,15,0,1396.8464,Young Adult
ORD002532,CUST00246,PROD0179,18/07/2022,21:18:04,East,Books,10,231.91,16.6,PayPal,74,3.2,No,Denver,7/18/2022,7/18/2022 21:18,2022,7,18,21,0,1934.1294,Senior
ORD001254,Unknown,PROD0107,12/24/2022,4:31:06,West,Clothing,8,29.22,1.9,Credit Card,47,3,No,Denver,12/24/2022,12/24/2022 4:31,2022,12,24,4,0,229.31856,Adult
ORD001968,CUST00257,PROD0170,10/2/2023,15:08:21,Central,Home & Garden,8,386.45,2.1,Debit Card,61,3.8,No,Houston,10/2/2023,10/2/2023 15:08,2023,10,2,15,0,3026.6764,Middle Age
ORD001619,CUST00572,PROD0024,11/16/2023,17:24:50,West,Sports,2,15,11.6,Debit Card,53,4.7,No,  Miami  ,11/16/2023,11/16/2023 17:24,2023,11,16,17,0,26.52,Middle Age
ORD001017,CUST00554,PROD0085,2/5/2023,8:26:26,South,Clothing,7,39.89,15.6,Debit Card,44,2.7,No,Miami,2/5/2023,2/5/2023 8:26,2023,2,5,8,0,235.67012,Adult
ORD002053,CUST00060,PROD0114,27/04/2023,7:43:22,South,Electronics,9,972.6,22.3,PayPal,54,2.3,No,Los Angeles,4/27/2023,4/27/2023 7:43,2023,4,27,7,0,6801.3918,Middle Age
ORD002690,CUST00002,PROD0155,13/05/2022,14:03:14,North,Clothng,7,153.26,11.3,Debit Card,39,1.5,No,Houston,5/13/2022,5/13/2022 14:03,2022,5,13,14,0,951.59134,Adult
ORD002054,CUST00257,PROD0020,22/07/2023,13:52:10,West,Sports,9,175.47,0,PayPal,50,4.3,No,Phoenix,7/22/2023,7/22/2023 13:52,2023,7,22,13,0,1579.23,Adult
ORD002160,CUST00472,PROD0189,9/13/2022,16:04:54,South,Toys,1,229.03,17,PayPal,47,2.6,Yes,Phoenix,9/13/2022,9/13/2022 16:04,2022,9,13,16,1,190.0949,Adult
ORD001099,CUST00180,PROD0185,2/1/2023,22:33:50,Central,Beauty,1,286.08,10.8,PayPal,73,2.5,No,  Chicago  ,2/1/2023,2/1/2023 22:33,2023,2,1,22,0,255.18336,Senior
ORD002721,CUST00136,PROD0172,10/3/2023,14:22:17,North,Home & Garden,9,338.32,5.6,Bank Transfer,46,3.3,No,Miami,10/3/2023,10/3/2023 14:22,2023,10,3,14,0,2874.36672,Adult
ORD001363,CUST00143,PROD0077,11/25/2022,15:19:05,North,Home & Garden,3,87.81,31.3,Debit Card,42,3.5,No,New York,11/25/2022,11/25/2022 15:19,2022,11,25,15,0,180.97641,Adult
ORD001725,CUST00565,PROD0084,11/12/2023,11:50:40,North,Books,2,51.8,15.9,Credit Card,75,1.1,No,Chicago,12/11/2023,12/11/2023 11:50,2023,12,11,11,0,87.1276,Senior
ORD001649,CUST00288,PROD0159,3/3/2022,6:36:21,South,Beauty,5,79.06,7.4,Bank Transfer,39,2.2,No,Chicago,3/3/2022,3/3/2022 6:36,2022,3,3,6,0,366.0478,Adult
ORD001036,CUST00505,PROD0179,2/4/2022,17:42:47,East,Electronics,9,342.98,35.4,Cash,27,2.7,Yes,Atlanta,2/4/2022,2/4/2022 17:42,2022,2,4,17,1,1994.08572,Young Adult
ORD001096,CUST00223,PROD0036,2/4/2023,17:27:20,South,Sports,2,64.61,24,Cash,56,3.6,No,Houston,2/4/2023,2/4/2023 17:27,2023,2,4,17,0,98.2072,Middle Age
ORD001953,CUST00158,PROD0167,9/12/2023,16:46:56,Central,Clothing,3,136.75,26.9,PayPal,19,1.9,No,New York,9/12/2023,9/12/2023 16:46,2023,9,12,16,0,299.89275,Young Adult
ORD001736,CUST00191,PROD0117,27/03/2023,18:35:22,Central,Electronics,10,216.13,27.3,Cash,20,3.7,No,Seattle,3/27/2023,3/27/2023 18:35,2023,3,27,18,0,1571.2651,Young Adult
ORD002625,CUST00282,PROD0143,7/6/2023,13:34:18,Central,Beauty,2,351.96,10.2,Debit Card,37,1.3,No,Denver,6/7/2023,6/7/2023 13:34,2023,6,7,13,0,632.12016,Adult
ORD001134,CUST00433,PROD0042,17/01/2023,12:17:48,East,Clohing,7,32.57,27.6,Credit Card,21,3.7,Yes,Phoenix,1/17/2023,1/17/2023 12:17,2023,1,17,12,1,165.06476,Young Adult
ORD001696,CUST00321,PROD0015,2/13/2023,8:28:04,Central,Clothing,9,34.08,14.5,PayPal,21,1.2,No,Phoenix,2/13/2023,2/13/2023 8:28,2023,2,13,8,0,262.2456,Young Adult
ORD001719,CUST00207,PROD0069,20/07/2022,13:17:34,South,Toys,3,385.16,20.2,PayPal,20,2.1,No,Chicago,7/20/2022,7/20/2022 13:17,2022,7,20,13,0,922.07304,Young Adult
ORD001640,CUST00564,PROD0177,3/9/2022,21:10:45,South,Electronics,6,897.97,30,Cash,21,3.2,Yes,Chicago,9/3/2022,9/3/2022 21:10,2022,9,3,21,1,3771.474,Young Adult
ORD002679,CUST00317,PROD0027,22/01/2023,17:39:32,North,Clothing,9,92.77,20,Bank Transfer,47,3.7,Yes,  Phoenix  ,1/22/2023,1/22/2023 17:39,2023,1,22,17,1,667.944,Adult
ORD002087,CUST00252,PROD0124,6/23/2022,12:40:13,Central,Clothng,3,72.85,34.4,Bank Transfer,40,3.1,Yes,Dallas,6/23/2022,6/23/2022 12:40,2022,6,23,12,1,143.3688,Adult
ORD002552,CUST00251,PROD0189,25/12/2023,8:32:55,South,Toys,1,110.35,38.7,PayPal,74,2.5,No,Los Angeles,12/25/2023,12/25/2023 8:32,2023,12,25,8,0,67.64455,Senior
ORD001498,CUST00270,PROD0023,11/12/2023,9:01:10,South,Clothing,9,93,14.9,Debit Card,52,3.7,No,New York,11/12/2023,11/12/2023 9:01,2023,11,12,9,0,712.287,Middle Age
ORD001600,CUST00365,PROD0003,9/17/2022,22:23:28,South,Toys,4,297.6,16.8,Cash,50,1.2,No,Miami,9/17/2022,9/17/2022 22:23,2022,9,17,22,0,990.4128,Adult
ORD001294,CUST00576,PROD0002,16/10/2023,10:58:12,East,Home & Garden,3,38.06,0,Debit Card,41,3.670571096,No,Houston,10/16/2023,10/16/2023 10:58,2023,10,16,10,0,114.18,Adult
ORD001752,CUST00594,PROD0037,15/01/2022,10:03:07,Central,Unknown,10,314.23,18.4,Bank Transfer,48,3,No,Los Angeles,1/15/2022,1/15/2022 10:03,2022,1,15,10,0,2564.1168,Adult
ORD001223,CUST00488,PROD0015,27/12/2022,2:10:37,West,Beauty,9,56.64,6.5,Credit Card,40,2.8,No,Chicago,12/27/2022,12/27/2022 2:10,2022,12,27,2,0,476.6256,Adult
ORD001704,CUST00405,PROD0137,24/01/2022,8:00:15,South,Tois,2,300.32,25.9,Bank Transfer,26,3.3,No,Phoenix,1/24/2022,1/24/2022 8:00,2022,1,24,8,0,445.07424,Young Adult
ORD002653,CUST00395,PROD0170,11/3/2022,9:59:09,East,Books,7,338.33,21.7,PayPal,54,4.1,No,Phoenix,3/11/2022,3/11/2022 9:59,2022,3,11,9,0,1854.38673,Middle Age
ORD001400,CUST00335,PROD0091,17/05/2023,18:45:30,East,Toys,4,306.4,24.2,Cash,74,3.1,No,New York,5/17/2023,5/17/2023 18:45,2023,5,17,18,0,929.0048,Senior
ORD002526,CUST00387,PROD0050,1/26/2022,8:16:36,West,Unknown,4,222.59,30.5,Unknown,26,3.1,No,Los Angeles,1/26/2022,1/26/2022 8:16,2022,1,26,8,0,618.8002,Young Adult
ORD001912,CUST00171,PROD0127,2/12/2023,21:04:27,Central,Sports,4,54.39,15.6,Credit Card,25,4.2,No,New York,12/2/2023,12/2/2023 21:04,2023,12,2,21,0,183.62064,Young Adult
ORD001831,CUST00251,PROD0048,3/12/2022,18:02:03,West,Unknown,5,496.96,13.4,Credit Card,73,1.7,No,Denver,12/3/2022,12/3/2022 18:02,2022,12,3,18,0,2151.8368,Senior
ORD001512,CUST00204,PROD0037,1/7/2022,15:25:15,West,Clothing,3,86.86,19.5,Debit Card,34,-1,No,Seattle,1/7/2022,1/7/2022 15:25,2022,1,7,15,0,209.7669,Young Adult
ORD001730,CUST00410,PROD0182,11/23/2022,9:06:42,Unknown,Sports,5,117.8,21.2,Credit Card,23,4.1,Yes,Atlanta,11/23/2022,11/23/2022 9:06,2022,11,23,9,1,464.132,Young Adult
ORD002373,CUST00300,PROD0187,12/5/2022,18:10:39,South,Sports,8,268.09,0.7,Bank Transfer,50,4.1,No,Dallas,5/12/2022,5/12/2022 18:10,2022,5,12,18,0,2129.70696,Adult
ORD002167,CUST00429,PROD0181,6/16/2023,10:55:06,Central,Sports,8,328.9,27.3,Debit Card,47,1.1,No,Atlanta,6/16/2023,6/16/2023 10:55,2023,6,16,10,0,1912.8824,Adult
ORD001023,CUST00496,PROD0093,5/24/2022,12:18:14,North,Sports,9,239.94,1.8,Credit Card,47,1.1,No,Denver,5/24/2022,5/24/2022 12:18,2022,5,24,12,0,2120.58972,Adult
ORD001829,CUST00153,PROD0082,3/6/2023,20:37:52,North,Electronnics,10,208.19,0.6,Bank Transfer,36,1.5,Yes,Houston,6/3/2023,6/3/2023 20:37,2023,6,3,20,1,2069.4086,Adult
ORD001199,CUST00053,PROD0020,10/11/2022,8:08:32,North,Electronics,10,985.96,11,Cash,35,2.1,No,  New York  ,11/10/2022,11/10/2022 8:08,2022,11,10,8,0,8775.044,Young Adult
ORD001305,CUST00401,PROD0083,2/17/2023,18:06:08,Central,Beauty,5,293.43,37.4,Debit Card,72,3.3,No,Miami,2/17/2023,2/17/2023 18:06,2023,2,17,18,0,918.4359,Senior
ORD001245,CUST00153,PROD0127,1/8/2022,19:07:57,South,Beauty,8,81.43,18.3,Cash,49,2.4,No,Miami,1/8/2022,1/8/2022 19:07,2022,1,8,19,0,532.22648,Adult
ORD002137,CUST00358,PROD0059,18/05/2022,22:00:23,South,Home & Garden,1,348.09,23.2,Cash,43,1.8,No,New York,5/18/2022,5/18/2022 22:00,2022,5,18,22,0,267.33312,Adult
ORD001467,CUST00409,PROD0169,3/24/2023,12:55:46,South,Sport,4,216.68,30.6,Debit Card,73,2.5,No,Chicago,3/24/2023,3/24/2023 12:55,2023,3,24,12,0,601.50368,Senior
ORD001020,CUST00385,PROD0078,7/23/2023,9:44:49,North,Electronics,10,302.13,31.3,Debit Card,54,3.4,No,Chicago,7/23/2023,7/23/2023 9:44,2023,7,23,9,0,2075.6331,Middle Age
ORD001377,CUST00392,PROD0009,7/15/2023,7:42:19,West,Beauty,4,27.32,36.9,Bank Transfer,15,2.4,Yes,  Atlanta  ,7/15/2023,7/15/2023 7:42,2023,7,15,7,1,68.95568,Teen
ORD001806,CUST00397,PROD0031,4/22/2023,10:12:25,Central,Clothing,1,104.36,16.7,Cash,27,3.2,No,  Seattle  ,4/22/2023,4/22/2023 10:12,2023,4,22,10,0,86.93188,Young Adult
ORD002445,CUST00334,PROD0160,9/1/2023,14:47:08,North,Beautty,5,115.62,19.7,PayPal,43,2,No,Denver,1/9/2023,1/9/2023 14:47,2023,1,9,14,0,464.2143,Adult
ORD001403,CUST00018,PROD0133,6/27/2023,4:46:23,West,Electrnics,6,832.63,26.8,Credit Card,60,3.670571096,No,  New York  ,6/27/2023,6/27/2023 4:46,2023,6,27,4,0,3656.91096,Middle Age
ORD001225,CUST00018,PROD0045,8/12/2023,22:48:21,East,Books,6,131.51,0,Cash,32,1.1,Yes,Atlanta,8/12/2023,8/12/2023 22:48,2023,8,12,22,1,789.06,Young Adult
ORD001450,CUST00208,PROD0044,5/28/2023,17:48:10,South,Books,6,285.88,28,Cash,50,1.4,No,  Dallas  ,5/28/2023,5/28/2023 17:48,2023,5,28,17,0,1235.0016,Adult
ORD001946,CUST00125,PROD0144,5/15/2023,15:28:08,East,Clothing,1,148.47,16.4,Debit Card,65,2.4,No,Seattle,5/15/2023,5/15/2023 15:28,2023,5,15,15,0,124.12092,Middle Age
ORD001617,CUST00063,PROD0175,5/11/2022,14:53:28,South,Books,3,197.68,34.5,Credit Card,23,2.5,No,Los Angeles,5/11/2022,5/11/2022 14:53,2022,5,11,14,0,388.4412,Young Adult
ORD002072,CUST00333,PROD0078,14/05/2022,9:13:51,South,Toys,9,13.18,20.1,Credit Card,69,3.9,Yes,Los Angeles,5/14/2022,5/14/2022 9:13,2022,5,14,9,1,94.77738,Middle Age
ORD002105,CUST00456,PROD0055,8/5/2022,22:20:39,North,Toys,6,327.96,6,Cash,21,2.6,No,Dallas,5/8/2022,5/8/2022 22:20,2022,5,8,22,0,1849.6944,Young Adult
